From,Entry,Reviewed,Entry Name,Protein names,Protein names1,Gene Names,Organism,Length,biological_process,cellular_component,molecular_function,Intramembrane,Subcellular location [CC],Transmembrane,Topological domain,Annotation
Q8DV28,Q8DV28,unreviewed,Q8DV28_STRMU,Lysozyme (EC 3.2.1.17),Lysozyme ,SMU_689,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),979,cell wall macromolecule catabolic process [GO:0016998]; peptidoglycan catabolic process [GO:0009253],,lysozyme activity [GO:0003796],,,,,2
Q8DTQ7,Q8DTQ7,reviewed,HISX_STRMU,Histidinol dehydrogenase (HDH) (EC 1.1.1.23),Histidinol dehydrogenase ,hisD SMU_1270,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),427,L-histidine biosynthetic process [GO:0000105],cytosol [GO:0005829],histidinol dehydrogenase activity [GO:0004399]; NAD binding [GO:0051287]; zinc ion binding [GO:0008270],,,,,3
Q8DVK2,Q8DVK2,unreviewed,Q8DVK2_STRMU,protein-serine/threonine phosphatase (EC 3.1.3.16),protein-serine/threonine phosphatase ,SMU_483,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),247,protein dephosphorylation [GO:0006470],,myosin phosphatase activity [GO:0017018],,,,,2
Q8DS34,Q8DS34,reviewed,IF1_STRMU,Translation initiation factor IF-1,Translation initiation factor IF-1,infA if1 SMU_2004,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),72,,cytosol [GO:0005829],ribosome binding [GO:0043022]; rRNA binding [GO:0019843]; translation initiation factor activity [GO:0003743],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00075}.,,,2
P66308,P66308,reviewed,RL36_STRMU,Large ribosomal subunit protein bL36 (50S ribosomal protein L36),Large ribosomal subunit protein bL36 ,rpmJ SMU_2003.1 SMU_2003a,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),38,translation [GO:0006412],cytoplasm [GO:0005737]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],structural constituent of ribosome [GO:0003735],,,,,2
Q8DSN5,Q8DSN5,unreviewed,Q8DSN5_STRMU,3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100),3-oxoacyl-[acyl-carrier-protein] reductase ,fabG SMU_1740,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),244,fatty acid biosynthetic process [GO:0006633],,3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity [GO:0004316]; NAD binding [GO:0051287],,,,,2
Q8DT55,Q8DT55,unreviewed,Q8DT55_STRMU,"Alpha-1,4 glucan phosphorylase (EC 2.4.1.1)","Alpha-1,4 glucan phosphorylase ",phsG SMU_1535,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),798,glycogen catabolic process [GO:0005980],cytoplasm [GO:0005737],glycogen phosphorylase activity [GO:0008184]; linear malto-oligosaccharide phosphorylase activity [GO:0102250]; pyridoxal phosphate binding [GO:0030170]; SHG alpha-glucan phosphorylase activity [GO:0102499],,,,,2
Q8DTD0,Q8DTD0,unreviewed,Q8DTD0_STRMU,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.-),Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex ,pdhC SMU_1421,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),417,acetyl-CoA biosynthetic process from pyruvate [GO:0006086],pyruvate dehydrogenase complex [GO:0045254],dihydrolipoyllysine-residue acetyltransferase activity [GO:0004742],,,,,2
P45596,P45596,reviewed,PTHP_STRMU,Phosphocarrier protein HPr (Histidine-containing protein),Phosphocarrier protein HPr ,ptsH SMU_674,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),87,phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401],cytoplasm [GO:0005737],,,SUBCELLULAR LOCATION: Cytoplasm.,,,3
Q8CWW8,Q8CWW8,unreviewed,Q8CWW8_STRMU,Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39),Malonyl CoA-acyl carrier protein transacylase ,fabD SMU_1741,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),306,fatty acid biosynthetic process [GO:0006633],cytosol [GO:0005829],[acyl-carrier-protein] S-malonyltransferase activity [GO:0004314],,,,,2
Q8DT31,Q8DT31,unreviewed,Q8DT31_STRMU,"Alpha-1,4 glucan phosphorylase (EC 2.4.1.1)","Alpha-1,4 glucan phosphorylase ",glgP SMU_1564,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),758,glycogen catabolic process [GO:0005980],cytoplasm [GO:0005737],glycogen phosphorylase activity [GO:0008184]; linear malto-oligosaccharide phosphorylase activity [GO:0102250]; pyridoxal phosphate binding [GO:0030170]; SHG alpha-glucan phosphorylase activity [GO:0102499],,,,,3
Q8DSF1,Q8DSF1,unreviewed,Q8DSF1_STRMU,Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54),Phospho-2-dehydro-3-deoxyheptonate aldolase ,aroH SMU_1837,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),343,amino acid biosynthetic process [GO:0008652]; aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423],cytoplasm [GO:0005737],3-deoxy-7-phosphoheptulonate synthase activity [GO:0003849],,,,,2
Q8DVL7,Q8DVL7,unreviewed,Q8DVL7_STRMU,Thioredoxin reductase (EC 1.8.1.9),Thioredoxin reductase ,trxB SMU_463,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),304,cell redox homeostasis [GO:0045454]; removal of superoxide radicals [GO:0019430],cytoplasm [GO:0005737],thioredoxin-disulfide reductase (NADPH) activity [GO:0004791],,,,,2
Q8DU60,Q8DU60,unreviewed,Q8DU60_STRMU,NADPH-dependent FMN reductase-like domain-containing protein,NADPH-dependent FMN reductase-like domain-containing protein,SMU_1089,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),200,,cytosol [GO:0005829],FMN binding [GO:0010181]; oxidoreductase activity [GO:0016491],,,,,1
Q8DTT9,Q8DTT9,reviewed,RPIA_STRMU,Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI),Ribose-5-phosphate isomerase A ,rpiA SMU_1234,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),225,"pentose-phosphate shunt, non-oxidative branch [GO:0009052]",,ribose-5-phosphate isomerase activity [GO:0004751],,,,,3
P95778,P95778,reviewed,RMLA_STRMU,Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24) (dTDP-glucose pyrophosphorylase) (dTDP-glucose synthase),Glucose-1-phosphate thymidylyltransferase ,rmlA SMU_1461,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),289,capsule polysaccharide biosynthetic process [GO:0045227]; dTDP-rhamnose biosynthetic process [GO:0019305],,glucose-1-phosphate thymidylyltransferase activity [GO:0008879]; metal ion binding [GO:0046872],,,,,3
Q8DSV3,Q8DSV3,reviewed,SERC_STRMU,Phosphoserine aminotransferase (EC 2.6.1.52) (Phosphohydroxythreonine aminotransferase) (PSAT),Phosphoserine aminotransferase ,serC SMU_1656,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),363,L-serine biosynthetic process [GO:0006564]; pyridoxine biosynthetic process [GO:0008615],cytoplasm [GO:0005737],O-phospho-L-serine:2-oxoglutarate aminotransferase activity [GO:0004648]; pyridoxal phosphate binding [GO:0030170],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00160}.,,,3
Q8DVF0,Q8DVF0,unreviewed,Q8DVF0_STRMU,Peroxide resistance protein Dpr,Peroxide resistance protein Dpr,dpr SMU_540,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),175,,,"ferric iron binding [GO:0008199]; oxidoreductase activity, acting on metal ions [GO:0016722]",,,,,1
Q8DTM4,Q8DTM4,unreviewed,Q8DTM4_STRMU,Glycerol dehydrogenase (EC 1.1.1.6),Glycerol dehydrogenase ,SMU_1309c,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),363,,,glycerol dehydrogenase (NAD+) activity [GO:0008888]; metal ion binding [GO:0046872],,,,,1
Q07211,Q07211,reviewed,SCRK_STRMU,Fructokinase (EC 2.7.1.4),Fructokinase ,scrK SMU_1840,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),293,,,ATP binding [GO:0005524]; fructokinase activity [GO:0008865]; metal ion binding [GO:0046872],,,,,2
Q8DT87,Q8DT87,reviewed,MIAA_STRMU,tRNA dimethylallyltransferase (EC 2.5.1.75) (Dimethylallyl diphosphate:tRNA dimethylallyltransferase) (DMAPP:tRNA dimethylallyltransferase) (DMATase) (Isopentenyl-diphosphate:tRNA isopentenyltransferase) (IPP transferase) (IPPT) (IPTase),tRNA dimethylallyltransferase ,miaA SMU_1477,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),294,tRNA modification [GO:0006400],,ATP binding [GO:0005524]; tRNA dimethylallyltransferase activity [GO:0052381],,,,,3
Q8DS73,Q8DS73,unreviewed,Q8DS73_STRMU,"PTS system, sugar-specific enzyme IIA component","PTS system, sugar-specific enzyme IIA component",SMU_1961c,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),143,phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401],membrane [GO:0016020],transferase activity [GO:0016740],,,,,1
P59378,P59378,reviewed,RS11_STRMU,Small ribosomal subunit protein uS11 (30S ribosomal protein S11),Small ribosomal subunit protein uS11 ,rpsK rs11 SMU_2002,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),127,translation [GO:0006412],cytosolic small ribosomal subunit [GO:0022627],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735],,,,,2
Q8DT53,Q8DT53,reviewed,GLGC_STRMU,Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase),Glucose-1-phosphate adenylyltransferase ,glgC SMU_1538,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),379,glycogen biosynthetic process [GO:0005978],,ATP binding [GO:0005524]; glucose-1-phosphate adenylyltransferase activity [GO:0008878],,,,,3
Q8DUX2,Q8DUX2,unreviewed,Q8DUX2_STRMU,Transcriptional coactivator p15 (PC4) C-terminal domain-containing protein,Transcriptional coactivator p15 ,SMU_769,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),70,regulation of DNA-templated transcription [GO:0006355],,DNA binding [GO:0003677],,,,,1
Q8DSJ6,Q8DSJ6,unreviewed,Q8DSJ6_STRMU,Secreted protein,Secreted protein,SMU_1787c,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),127,,plasma membrane [GO:0005886],,,SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004162}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004162}.,"TRANSMEM 6..22; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""",,1
Q8DT25,Q8DT25,unreviewed,Q8DT25_STRMU,"ABC transporter, ATP-binding protein, MsmK-like protein","ABC transporter, ATP-binding protein, MsmK-like protein",SMU_1571,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),377,carbohydrate transport [GO:0008643],"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [GO:0055052]",ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887],,,,,1
O33662,O33662,reviewed,SIGA_STRMU,RNA polymerase sigma factor SigA (Sigma-42),RNA polymerase sigma factor SigA ,sigA rpoD SMU_822,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),371,DNA-templated transcription initiation [GO:0006352],cytoplasm [GO:0005737],DNA binding [GO:0003677]; sigma factor activity [GO:0016987],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00963}.,,,2
Q8DVQ2,Q8DVQ2,unreviewed,Q8DVQ2_STRMU,Transcription termination/antitermination protein NusA,Transcription termination/antitermination protein NusA,nusA SMU_418,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),397,DNA-templated transcription termination [GO:0006353]; transcription antitermination [GO:0031564],cytosol [GO:0005829],DNA-binding transcription factor activity [GO:0003700]; RNA binding [GO:0003723],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00945}.,,,2
Q8DWK2,Q8DWK2,unreviewed,Q8DWK2_STRMU,site-specific DNA-methyltransferase (adenine-specific) (EC 2.1.1.72),site-specific DNA-methyltransferase ,SMU_43,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),459,DNA modification [GO:0006304]; methylation [GO:0032259],,nucleic acid binding [GO:0003676]; site-specific DNA-methyltransferase (adenine-specific) activity [GO:0009007],,,,,2
Q8DVR0,Q8DVR0,reviewed,BRPA_STRMU,Biofilm regulatory protein A,Biofilm regulatory protein A,brpA SMU_410,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),406,,cell envelope [GO:0030313],,,SUBCELLULAR LOCATION: Cell envelope {ECO:0000305}.,,,2
Q8DUL0,Q8DUL0,reviewed,QUEF_STRMU,NADPH-dependent 7-cyano-7-deazaguanine reductase (EC 1.7.1.13) (7-cyano-7-carbaguanine reductase) (NADPH-dependent nitrile oxidoreductase) (PreQ(0) reductase),NADPH-dependent 7-cyano-7-deazaguanine reductase ,queF SMU_915c,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),162,queuosine biosynthetic process [GO:0008616]; tRNA modification [GO:0006400],cytoplasm [GO:0005737],preQ1 synthase activity [GO:0033739],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00818}.,,,3
Q8DVL4,Q8DVL4,unreviewed,Q8DVL4_STRMU,peptidoglycan glycosyltransferase (EC 2.4.99.28),peptidoglycan glycosyltransferase ,pbp1a SMU_467,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),707,peptidoglycan biosynthetic process [GO:0009252]; proteolysis [GO:0006508]; response to antibiotic [GO:0046677],extracellular region [GO:0005576]; membrane [GO:0016020],penicillin binding [GO:0008658]; peptidoglycan glycosyltransferase activity [GO:0008955]; serine-type D-Ala-D-Ala carboxypeptidase activity [GO:0009002],,,"TRANSMEM 6..30; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""",,2
Q8DS78,Q8DS78,unreviewed,Q8DS78_STRMU,TcaA 4th domain-containing protein,TcaA 4th domain-containing protein,SMU_1951c,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),567,,membrane [GO:0016020],,,,"TRANSMEM 41..59; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""",,1
P13522,P13522,reviewed,SCRB_STRMU,Sucrose-6-phosphate hydrolase (Sucrase) (EC 3.2.1.26) (Invertase),Sucrose-6-phosphate hydrolase ,scrB SMU_1843,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),479,sucrose metabolic process [GO:0005985],cytoplasm [GO:0005737],beta-fructofuranosidase activity [GO:0004564],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.,,,2
Q8DU34,Q8DU34,reviewed,DEOC_STRMU,Deoxyribose-phosphate aldolase (DERA) (EC 4.1.2.4) (2-deoxy-D-ribose 5-phosphate aldolase) (Phosphodeoxyriboaldolase) (Deoxyriboaldolase),Deoxyribose-phosphate aldolase ,deoC SMU_1123,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),220,2-deoxyribose 1-phosphate catabolic process [GO:0006018]; carbohydrate catabolic process [GO:0016052]; deoxyribonucleotide catabolic process [GO:0009264],cytoplasm [GO:0005737],deoxyribose-phosphate aldolase activity [GO:0004139],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00114}.,,,3
Q9ZA56,Q9ZA56,reviewed,HPRK_STRMU,HPr kinase/phosphorylase (HPrK/P) (EC 2.7.11.-) (EC 2.7.4.-) (HPr(Ser) kinase/phosphorylase),HPr kinase/phosphorylase ,hprK SMU_754,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),311,regulation of carbohydrate metabolic process [GO:0006109],cytosol [GO:0005829],ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; phosphorelay sensor kinase activity [GO:0000155]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712],,,,,3
Q8DVN2,Q8DVN2,reviewed,Y447_STRMU,UPF0291 protein SMU_447,UPF0291 protein SMU_447,SMU_447,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),84,,cytoplasm [GO:0005737],,,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01103}.,,,1
Q8DUE5,Q8DUE5,reviewed,DAPA_STRMU,4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7),4-hydroxy-tetrahydrodipicolinate synthase ,dapA SMU_990,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),293,diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089],cytosol [GO:0005829],4-hydroxy-tetrahydrodipicolinate synthase activity [GO:0008840],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00418}.,,,3
I6L927,I6L927,unreviewed,I6L927_STRMU,Lipoprotein,Lipoprotein,atmB SMU_1941,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),280,,membrane [GO:0016020],,,SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004635}; Lipid-anchor {ECO:0000256|ARBA:ARBA00004635}.,,,2
P26426,P26426,reviewed,PTLA_STRMU,PTS system lactose-specific EIIA component (EIIA-Lac) (EIII-Lac) (Lactose-specific phosphotransferase enzyme IIA component),PTS system lactose-specific EIIA component ,lacF SMU_1492,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),104,phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401],cytoplasm [GO:0005737],metal ion binding [GO:0046872]; transferase activity [GO:0016740],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.,,,3
Q8DS72,Q8DS72,unreviewed,Q8DS72_STRMU,Sugar-binding periplasmic protein,Sugar-binding periplasmic protein,SMU_1963c,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),435,maltodextrin transmembrane transport [GO:0042956]; maltose transport [GO:0015768],"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [GO:0055052]",maltose binding [GO:1901982],,,,,1
Q8DWB2,Q8DWB2,reviewed,PNP_STRMU,Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8) (Polynucleotide phosphorylase) (PNPase),Polyribonucleotide nucleotidyltransferase ,pnp SMU_155,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),730,mRNA catabolic process [GO:0006402]; RNA processing [GO:0006396],cytosol [GO:0005829],3'-5'-RNA exonuclease activity [GO:0000175]; magnesium ion binding [GO:0000287]; polyribonucleotide nucleotidyltransferase activity [GO:0004654]; RNA binding [GO:0003723],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01595}.,,,3
Q8DUQ6,Q8DUQ6,reviewed,RL21_STRMU,Large ribosomal subunit protein bL21 (50S ribosomal protein L21),Large ribosomal subunit protein bL21 ,rplU SMU_846,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),104,translation [GO:0006412],cytoplasm [GO:0005737]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735],,,,,2
Q8DT95,Q8DT95,reviewed,APT_STRMU,Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7),Adenine phosphoribosyltransferase ,apt SMU_1467,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),172,adenine salvage [GO:0006168]; AMP salvage [GO:0044209]; purine ribonucleoside salvage [GO:0006166],cytoplasm [GO:0005737],adenine binding [GO:0002055]; adenine phosphoribosyltransferase activity [GO:0003999]; AMP binding [GO:0016208],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00004}.,,,3
Q8DWD7,Q8DWD7,unreviewed,Q8DWD7_STRMU,"Acetoin dehydrogenase (TPP-dependent), E1 component alpha subunit",Acetoin dehydrogenase ,adhA SMU_127,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),331,acetyl-CoA biosynthetic process from pyruvate [GO:0006086],,pyruvate dehydrogenase (acetyl-transferring) activity [GO:0004739],,,,,1
Q8DS26,Q8DS26,reviewed,RS14Z_STRMU,Small ribosomal subunit protein uS14 (30S ribosomal protein S14 type Z),Small ribosomal subunit protein uS14 ,rpsZ rpsN SMU_2014,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),61,translation [GO:0006412],small ribosomal subunit [GO:0015935],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; zinc ion binding [GO:0008270],,,,,2
Q8DVD0,Q8DVD0,unreviewed,Q8DVD0_STRMU,ATP-dependent protease ClpE,ATP-dependent protease ClpE,clpE SMU_562,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),753,cellular response to heat [GO:0034605]; negative regulation of DNA-templated transcription [GO:0045892]; proteolysis [GO:0006508],cytoplasm [GO:0005737],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; peptidase activity [GO:0008233],,,,,2
Q8DVK8,Q8DVK8,reviewed,LUXS_STRMU,S-ribosylhomocysteine lyase (EC 4.4.1.21) (AI-2 synthesis protein) (Autoinducer-2 production protein LuxS),S-ribosylhomocysteine lyase ,luxS SMU_474,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),160,quorum sensing [GO:0009372],,iron ion binding [GO:0005506]; S-ribosylhomocysteine lyase activity [GO:0043768],,,,,2
Q8DSL5,Q8DSL5,unreviewed,Q8DSL5_STRMU,WYL domain-containing protein,WYL domain-containing protein,SMU_1765c,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),324,,,,,,,,1
Q02419,Q02419,reviewed,YJDM_STRMU,Protein YjdM,Protein YjdM,yjdM phnA SMU_1180,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),110,,cytosol [GO:0005829],,,,,,1
